x,id,location,date,time,date_time,season,year,season_year
100,Waimea_11_43278,Waimea_11,6/27/18,12:00 AM,43278,SUMMER,2018,SUMMER_2018
101,Bayfront_43291,Bayfront,7/10/18,6:28 AM,43291.26944,SUMMER,2018,SUMMER_2018
102,Honolii_43291,Honolii,7/10/18,7:00 AM,43291.29167,SUMMER,2018,SUMMER_2018
103,Onekahakaha_43291,Onekahakaha,7/10/18,7:21 AM,43291.30625,SUMMER,2018,SUMMER_2018
104,Reeds_Bay_43291,Reeds_Bay,7/10/18,6:33 AM,43291.27292,SUMMER,2018,SUMMER_2018
105,Richardson_43291,Richardson,7/10/18,6:45 AM,43291.28125,SUMMER,2018,SUMMER_2018
106,Sumida.F3_43293,Sumida.F3,7/12/18,,43293,SUMMER,2018,SUMMER_2018
107,Sumida.Makai_Sump_Pump_43293,Sumida.Makai_Sump_Pump,7/12/18,,43293,SUMMER,2018,SUMMER_2018
108,Sumida.Mauka_Spring_43293,Sumida.Mauka_Spring,7/12/18,,43293,SUMMER,2018,SUMMER_2018
109,Sumida.Middle_Spring_43293,Sumida.Middle_Spring,7/12/18,,43293,SUMMER,2018,SUMMER_2018
110,Sumida.Q8_43293,Sumida.Q8,7/12/18,,43293,SUMMER,2018,SUMMER_2018
111,Bayfront_43298,Bayfront,7/17/18,6:12 AM,43298.25833,SUMMER,2018,SUMMER_2018
112,Honolii_43298,Honolii,7/17/18,6:42 AM,43298.27917,SUMMER,2018,SUMMER_2018
113,Onekahakaha_43298,Onekahakaha,7/17/18,6:14 AM,43298.25972,SUMMER,2018,SUMMER_2018
114,Reeds_Bay_43298,Reeds_Bay,7/17/18,7:09 AM,43298.29792,SUMMER,2018,SUMMER_2018
115,Richardson_43298,Richardson,7/17/18,6:54 AM,43298.2875,SUMMER,2018,SUMMER_2018
116,KKO_2_43305,KKO_2,7/24/18,,43305,SUMMER,2018,SUMMER_2018
117,KKO_3_43305,KKO_3,7/24/18,,43305,SUMMER,2018,SUMMER_2018
118,Bayfront_43305,Bayfront,7/24/18,7:24 AM,43305.30833,SUMMER,2018,SUMMER_2018
119,KKO_Bridge_43305,KKO_Bridge,7/24/18,,43305,SUMMER,2018,SUMMER_2018
120,KKO_Excavation_43305,KKO_Excavation,7/24/18,,43305,SUMMER,2018,SUMMER_2018
121,Honolii_43305,Honolii,7/24/18,6:15 AM,43305.26042,SUMMER,2018,SUMMER_2018
122,KKO_Muliwai_43305,KKO_Muliwai,7/24/18,,43305,SUMMER,2018,SUMMER_2018
123,Onekahakaha_43305,Onekahakaha,7/24/18,5:45 AM,43305.23958,SUMMER,2018,SUMMER_2018
124,Reeds_Bay_43305,Reeds_Bay,7/24/18,7:00 AM,43305.29167,SUMMER,2018,SUMMER_2018
125,Richardson_43305,Richardson,7/24/18,6:40 AM,43305.27778,SUMMER,2018,SUMMER_2018
126,KKO_Sulfur_43305,KKO_Sulfur,7/24/18,,43305,SUMMER,2018,SUMMER_2018
127,Bayfront_43311,Bayfront,7/30/18,7:20 AM,43311.30556,SUMMER,2018,SUMMER_2018
128,Honolii_43311,Honolii,7/30/18,6:18 AM,43311.2625,SUMMER,2018,SUMMER_2018
129,Onekahakaha_43311,Onekahakaha,7/30/18,5:54 AM,43311.24583,SUMMER,2018,SUMMER_2018
130,Reeds_Bay_43311,Reeds_Bay,7/30/18,6:54 AM,43311.2875,SUMMER,2018,SUMMER_2018
131,Richardson_43311,Richardson,7/30/18,6:36 AM,43311.275,SUMMER,2018,SUMMER_2018
132,C-MAIKI_Site_4_43312,C-MAIKI_Site_4,7/31/18,,43312,SUMMER,2018,SUMMER_2018
133,Bayfront_43326,Bayfront,8/14/18,7:14 AM,43326.30139,SUMMER,2018,SUMMER_2018
134,Honolii_43326,Honolii,8/14/18,5:57 AM,43326.24792,SUMMER,2018,SUMMER_2018
135,Onekahakaha_43326,Onekahakaha,8/14/18,5:35 AM,43326.23264,SUMMER,2018,SUMMER_2018
136,Reeds_Bay_43326,Reeds_Bay,8/14/18,6:30 AM,43326.27083,SUMMER,2018,SUMMER_2018
137,Richardson_43326,Richardson,8/14/18,6:11 AM,43326.25764,SUMMER,2018,SUMMER_2018
138,Bayfront_43327,Bayfront,8/15/18,6:48 AM,43327.28333,SUMMER,2018,SUMMER_2018
139,Honolii_43327,Honolii,8/15/18,6:10 AM,43327.25694,SUMMER,2018,SUMMER_2018
140,Onekahakaha_43327,Onekahakaha,8/15/18,5:45 AM,43327.23958,SUMMER,2018,SUMMER_2018
141,Reeds_Bay_43327,Reeds_Bay,8/15/18,6:50 AM,43327.28472,SUMMER,2018,SUMMER_2018
142,Richardson_43327,Richardson,8/15/18,6:24 AM,43327.26667,SUMMER,2018,SUMMER_2018
143,Bayfront_43340,Bayfront,8/28/18,7:08 AM,43340.29722,SUMMER,2018,SUMMER_2018
144,Honolii_43340,Honolii,8/28/18,6:15 AM,43340.26042,SUMMER,2018,SUMMER_2018
145,Onekahakaha_43340,Onekahakaha,8/28/18,5:55 AM,43340.24653,SUMMER,2018,SUMMER_2018
146,Reeds_Bay_43340,Reeds_Bay,8/28/18,6:44 AM,43340.28056,SUMMER,2018,SUMMER_2018
147,Richardson_43340,Richardson,8/28/18,6:28 AM,43340.26944,SUMMER,2018,SUMMER_2018
148,Sumida.A2_43340,Sumida.A2,8/28/18,,43340,SUMMER,2018,SUMMER_2018
149,Sumida.B1_43340,Sumida.B1,8/28/18,,43340,SUMMER,2018,SUMMER_2018
150,Sumida.Makai_Sump_Pump_43340,Sumida.Makai_Sump_Pump,8/28/18,,43340,SUMMER,2018,SUMMER_2018
151,Sumida.Mauka_Spring_43340,Sumida.Mauka_Spring,8/28/18,,43340,SUMMER,2018,SUMMER_2018
152,Sumida.Middle_Spring_43340,Sumida.Middle_Spring,8/28/18,,43340,SUMMER,2018,SUMMER_2018
153,Sumida.B2_43362,Sumida.B2,9/19/18,,43362,FALL,2018,FALL_2018
154,Sumida.Makai_Sump_Pump_43362,Sumida.Makai_Sump_Pump,9/19/18,,43362,FALL,2018,FALL_2018
155,Sumida.Mauka_Spring_43362,Sumida.Mauka_Spring,9/19/18,,43362,FALL,2018,FALL_2018
156,Sumida.Middle_Spring_43362,Sumida.Middle_Spring,9/19/18,,43362,FALL,2018,FALL_2018
157,Sumida.P8_43362,Sumida.P8,9/19/18,,43362,FALL,2018,FALL_2018
158,Bayfront_43367,Bayfront,9/24/18,7:02 AM,43367.29306,FALL,2018,FALL_2018
159,Honolii_43367,Honolii,9/24/18,6:13 AM,43367.25903,FALL,2018,FALL_2018
160,Onekahakaha_43367,Onekahakaha,9/24/18,5:49 AM,43367.24236,FALL,2018,FALL_2018
161,Reeds_Bay_43367,Reeds_Bay,9/24/18,6:45 AM,43367.28125,FALL,2018,FALL_2018
162,Richardson_43367,Richardson,9/24/18,6:30 AM,43367.27083,FALL,2018,FALL_2018
163,Bayfront_43375,Bayfront,10/2/18,7:03 AM,43375.29375,FALL,2018,FALL_2018
164,Honolii_43375,Honolii,10/2/18,5:20 AM,43375.22222,FALL,2018,FALL_2018
165,Onekahakaha_43375,Onekahakaha,10/2/18,5:47 AM,43375.24097,FALL,2018,FALL_2018
166,Reeds_Bay_43375,Reeds_Bay,10/2/18,6:36 AM,43375.275,FALL,2018,FALL_2018
167,Richardson_43375,Richardson,10/2/18,6:17 AM,43375.26181,FALL,2018,FALL_2018
168,Bayfront_43388,Bayfront,10/15/18,6:56 AM,43388.28889,FALL,2018,FALL_2018
169,Honolii_43388,Honolii,10/15/18,6:13 AM,43388.25903,FALL,2018,FALL_2018
170,Onekahakaha_43388,Onekahakaha,10/15/18,5:51 AM,43388.24375,FALL,2018,FALL_2018
171,Reeds_Bay_43388,Reeds_Bay,10/15/18,6:43 AM,43388.27986,FALL,2018,FALL_2018
172,Richardson_43388,Richardson,10/15/18,6:28 AM,43388.26944,FALL,2018,FALL_2018
173,Sumida.F2_43389,Sumida.F2,10/16/18,,43389,FALL,2018,FALL_2018
174,Sumida.Makai_Sump_Pump_43389,Sumida.Makai_Sump_Pump,10/16/18,,43389,FALL,2018,FALL_2018
175,Sumida.Mauka_Spring_43389,Sumida.Mauka_Spring,10/16/18,,43389,FALL,2018,FALL_2018
176,Sumida.Middle_Spring_43389,Sumida.Middle_Spring,10/16/18,,43389,FALL,2018,FALL_2018
177,Sumida.S8/S9_43389,Sumida.S8/S9,10/16/18,,43389,FALL,2018,FALL_2018
178,Bayfront_43396,Bayfront,10/23/18,7:06 AM,43396.29583,FALL,2018,FALL_2018
179,Honolii_43396,Honolii,10/23/18,6:13 AM,43396.25903,FALL,2018,FALL_2018
180,Onekahakaha_43396,Onekahakaha,10/23/18,5:49 AM,43396.24236,FALL,2018,FALL_2018
181,Reeds_Bay_43396,Reeds_Bay,10/23/18,6:42 AM,43396.27917,FALL,2018,FALL_2018
182,Richardson_43396,Richardson,10/23/18,6:25 AM,43396.26736,FALL,2018,FALL_2018
183,Waimea_Ocean_Site_M1D_43398,Waimea_Ocean_Site_M1D,10/25/18,,43398,FALL,2018,FALL_2018
184,Waimea_Ocean_Site_M1S_43398,Waimea_Ocean_Site_M1S,10/25/18,,43398,FALL,2018,FALL_2018
185,Waimea_Ocean_Site_M3D_43398,Waimea_Ocean_Site_M2D,10/25/18,,43398,FALL,2018,FALL_2018
186,Waimea_Ocean_Site_M3S_43398,Waimea_Ocean_Site_M2S,10/25/18,,43398,FALL,2018,FALL_2018
187,Bayfront_43409,Bayfront,11/5/18,7:01 AM,43409.29236,FALL,2018,FALL_2018
188,Honolii_43409,Honolii,11/5/18,6:05 AM,43409.25347,FALL,2018,FALL_2018
189,Onekahakaha_43409,Onekahakaha,11/5/18,5:46 AM,43409.24028,FALL,2018,FALL_2018
190,Reeds_Bay_43409,Reeds_Bay,11/5/18,6:42 AM,43409.27917,FALL,2018,FALL_2018
191,Richardson_43409,Richardson,11/5/18,7:20 AM,43409.30556,FALL,2018,FALL_2018
192,Bayfront_43416,Bayfront,11/12/18,6:18 AM,43416.2625,FALL,2018,FALL_2018
193,Honolii_43416,Honolii,11/12/18,6:58 AM,43416.29028,FALL,2018,FALL_2018
194,Onekahakaha_43416,Onekahakaha,11/12/18,7:00 AM,43416.29167,FALL,2018,FALL_2018
195,Puhi_Bay_43416,Puhi_Bay,11/12/18,7:10 AM,43416.29861,FALL,2018,FALL_2018
196,Reeds_Bay_43416,Reeds_Bay,11/12/18,6:50 AM,43416.28472,FALL,2018,FALL_2018
197,Richardson_43416,Richardson,11/12/18,6:25 AM,43416.26736,FALL,2018,FALL_2018
198,Sumida.J3_43432,Sumida.J3,11/28/18,,43432,WINTER,2018,WINTER_2018
199,Sumida.Makai_Sump_Pump_43432,Sumida.Makai_Sump_Pump,11/28/18,,43432,WINTER,2018,WINTER_2018
200,Sumida.Mauka_Spring_43432,Sumida.Mauka_Spring,11/28/18,,43432,WINTER,2018,WINTER_2018
201,Sumida.Middle_Spring_43432,Sumida.Middle_Spring,11/28/18,,43432,WINTER,2018,WINTER_2018
202,Sumida.U7_43432,Sumida.U7,11/28/18,,43432,WINTER,2018,WINTER_2018
203,Waimea_1_43438,Waimea_1,12/4/18,12:00 AM,43438,WINTER,2018,WINTER_2018
204,Waimea_2_43438,Waimea_2,12/4/18,12:00 AM,43438,WINTER,2018,WINTER_2018
205,Waimea_3_43438,Waimea_3,12/4/18,12:00 AM,43438,WINTER,2018,WINTER_2018
206,Waimea_4_43438,Waimea_4,12/4/18,12:00 AM,43438,WINTER,2018,WINTER_2018
207,Waimea_5_43438,Waimea_5,12/4/18,12:00 AM,43438,WINTER,2018,WINTER_2018
208,Waimea_6_43438,Waimea_6,12/4/18,12:00 AM,43438,WINTER,2018,WINTER_2018
209,Waimea_7_43438,Waimea_7,12/4/18,12:00 AM,43438,WINTER,2018,WINTER_2018
210,Waimea_8_43438,Waimea_8,12/4/18,12:00 AM,43438,WINTER,2018,WINTER_2018
211,Waimea_9_43438,Waimea_9,12/4/18,12:00 AM,43438,WINTER,2018,WINTER_2018
212,Waimea_10_43438,Waimea_10,12/4/18,12:00 AM,43438,WINTER,2018,WINTER_2018
213,Waimea_11_43438,Waimea_11,12/4/18,12:00 AM,43438,WINTER,2018,WINTER_2018
214,Sumida.J3_43447,Sumida.J3,12/13/18,,43447,WINTER,2018,WINTER_2018
215,Sumida.Makai_Sump_Pump_43447,Sumida.Makai_Sump_Pump,12/13/18,,43447,WINTER,2018,WINTER_2018
216,Sumida.Mauka_Spring_43447,Sumida.Mauka_Spring,12/13/18,,43447,WINTER,2018,WINTER_2018
217,Sumida.Middle_Spring_43447,Sumida.Middle_Spring,12/13/18,,43447,WINTER,2018,WINTER_2018
218,Sumida.U8_Channel_43447,Sumida.U8_Channel,12/13/18,,43447,WINTER,2018,WINTER_2018
219,Waimea_1_43447,Waimea_1,12/13/18,12:00 AM,43447,WINTER,2018,WINTER_2018
220,Waimea_2_43447,Waimea_2,12/13/18,12:00 AM,43447,WINTER,2018,WINTER_2018
221,Waimea_3_43447,Waimea_3,12/13/18,12:00 AM,43447,WINTER,2018,WINTER_2018
222,Waimea_4_43447,Waimea_4,12/13/18,12:00 AM,43447,WINTER,2018,WINTER_2018
223,Waimea_5_43447,Waimea_5,12/13/18,12:00 AM,43447,WINTER,2018,WINTER_2018
224,Waimea_6_43447,Waimea_6,12/13/18,12:00 AM,43447,WINTER,2018,WINTER_2018
225,Waimea_7_43447,Waimea_7,12/13/18,12:00 AM,43447,WINTER,2018,WINTER_2018
226,Waimea_8_43447,Waimea_8,12/13/18,12:00 AM,43447,WINTER,2018,WINTER_2018
227,Waimea_9_43447,Waimea_9,12/13/18,12:00 AM,43447,WINTER,2018,WINTER_2018
228,Waimea_10_43447,Waimea_10,12/13/18,12:00 AM,43447,WINTER,2018,WINTER_2018
229,Waimea_11_43447,Waimea_11,12/13/18,12:00 AM,43447,WINTER,2018,WINTER_2018
230,KalepaA.muliwai_43476,KalepaA.muliwai,1/11/19,12:00 AM,43476,WINTER,2019,WINTER_2018
231,KalepaB.Kope.muliwai_43476,KalepaB.Kope.muliwai,1/11/19,12:00 AM,43476,WINTER,2019,WINTER_2018
232,Kapoho.fishpond_43476,Kapoho.fishpond,1/11/19,,43476,WINTER,2019,WINTER_2018
233,Kapoho.village_43476,Kapoho.village,1/11/19,,43476,WINTER,2019,WINTER_2018
234,Waihee.muliwai_43476,Waihee.muliwai,1/11/19,12:00 AM,43476,WINTER,2019,WINTER_2018
235,Nohoana.Auwai.low_43479,Nohoana.Auwai.low,1/14/19,12:00 AM,43479,WINTER,2019,WINTER_2018
236,Nohoana.Auwai.up_43479,Nohoana.Auwai.up,1/14/19,12:00 AM,43479,WINTER,2019,WINTER_2018
237,Nohoana.Hoiwai_43479,Nohoana.Hoiwai,1/14/19,12:00 AM,43479,WINTER,2019,WINTER_2018
238,Nohoana.loi.A_43479,Nohoana.loi.A,1/14/19,,43479,WINTER,2019,WINTER_2018
239,Nohoana.loi.B_43479,Nohoana.loi.B,1/14/19,,43479,WINTER,2019,WINTER_2018
240,Nohoana.loi.C_43479,Nohoana.loi.C,1/14/19,,43479,WINTER,2019,WINTER_2018
241,Waiehu.Auwai.Low.Loi.E_43479,Waiehu.Auwai.Low.Loi.E,1/14/19,12:00 AM,43479,WINTER,2019,WINTER_2018
242,Waiehu.loi.A_43479,Waiehu.loi.A,1/14/19,,43479,WINTER,2019,WINTER_2018
243,Waiehu.loi.Auwai.Pipe_43479,Waiehu.loi.Auwai.Pipe,1/14/19,12:00 AM,43479,WINTER,2019,WINTER_2018
244,Waiehu.loi.B_43479,Waiehu.loi.B,1/14/19,,43479,WINTER,2019,WINTER_2018
245,Waiehu.loi.C_43479,Waiehu.loi.C,1/14/19,,43479,WINTER,2019,WINTER_2018
246,Waiehu.loi.D_43479,Waiehu.loi.D,1/14/19,,43479,WINTER,2019,WINTER_2018
247,Waiehu.loi.E_43479,Waiehu.loi.E,1/14/19,,43479,WINTER,2019,WINTER_2018
248,Waikapu.stream_43479,Waikapu.stream,1/14/19,12:00 AM,43479,WINTER,2019,WINTER_2018
249,Honolua.Kahawai.uka_43480,Honolua.Kahawai.uka,1/15/19,12:00 AM,43480,WINTER,2019,WINTER_2018
250,Honolua.Kai_43480,Honolua.Kai,1/15/19,12:00 AM,43480,WINTER,2019,WINTER_2018
251,Honolua.Kamaloi_43480,Honolua.Kamaloi,1/15/19,12:00 AM,43480,WINTER,2019,WINTER_2018
252,Honolua.Loi.1_43480,Honolua.Loi.1,1/15/19,,43480,WINTER,2019,WINTER_2018
253,Honolua.Loi.2_43480,Honolua.Loi.2,1/15/19,,43480,WINTER,2019,WINTER_2018
254,Honolua.Loi.3_43480,Honolua.Loi.3,1/15/19,,43480,WINTER,2019,WINTER_2018
255,Honolua.Loi.4_43480,Honolua.Loi.4,1/15/19,,43480,WINTER,2019,WINTER_2018
256,Honolua.Loi.5_43480,Honolua.Loi.5,1/15/19,,43480,WINTER,2019,WINTER_2018
257,Honolua.Loi.6_43480,Honolua.Loi.6,1/15/19,,43480,WINTER,2019,WINTER_2018
258,Honolua.Loi.7_43480,Honolua.Loi.7,1/15/19,,43480,WINTER,2019,WINTER_2018
